"cuid","cuname.x","cu_acronym","du_number","du_acronym","DU_name","DU_name_short","FULL_CU_IN","spp","gen_length","COSEWIC_status","survey_quality","survey_coverage","survey_execution","catch_quality","dq_score","cu_enh_rank","Sites","Region"
NA,"Split Mountain/Leverson","SPLIT_MTN/LEVERSON","T49","SPLIT_MTN/LEVERSON","Split Mountain/Leverson","Split Mountain/Leverson","SEL-23-02","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1,"Skeena"
NA,"Owossitsa","OWOSSITS","T5","OWOSSITS","Owossitsa","Owossitsa","SEL-13-21","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1,NA
216,"Skeena River-high interior",NA,"SE041","USK","Upper Skeena River","Upper Skeena River","SER-19","Sockeye-River",5,NA,1,5,3,5,14,"None",1,"Skeena"
226,"Skeena River",NA,"SE039","LSK","Lower Skeena River","Lower Skeena River","SER-18","Sockeye-River",5,NA,0,0,0,0,0,"None",22,"Skeena"
226,"Skeena River",NA,"SE040","MSK","Middle Skeena River","Middle Skeena River","SER-18","Sockeye-River",5,NA,0,0,0,0,0,"None",22,"Skeena"
426,"Lower Nass-Portland",NA,"SE042","LNR-P","Lower Nass-Portland","Lower Nass-Portland","SER-20","Sockeye-River",4,NA,1,4,5,5,15,"None",17,"Nass"
427,"Upper Nass River",NA,"SE043","UNR","Upper Nass River","Upper Nass River","SER-21","Sockeye-River",4,NA,0,0,0,0,0,"None",3,"Nass"
613,"Rivers-Smith Inlets",NA,"SE035","RSI","Rivers-Smith Inlets","Rivers/Smith Inlets","SER-12","Sockeye-River",4,NA,0,0,0,0,0,"None",10,"CC"
615,"Northern Coastal",NA,"SE038","HecLow","Hecate Lowlands","Hecate Lowlands","SER-17","Sockeye-River",4,NA,0,0,0,0,0,"None",44,"CC"
615,"Northern Coastal",NA,"SE038","HecLow","Hecate Lowlands","Hecate Lowlands","SER-17","Sockeye-River",4,NA,0,0,0,0,0,"None",44,"CC"
742,"Widgeon",NA,"SE023",NA,"Widgeon (River-Type) population","Widgeon (River-Type) ","SER-02","Sockeye-River",4,"Threatened",0,0,0,0,0,"None",2,"Fraser"
745,"Harrison River",NA,"SE024",NA,"Harrison (River-Type) population","Harrison (River-Type) ","SER-03","Sockeye-River",4,"Not at risk",4,5,5,5,19,"None",1,"Fraser"
816,"East Haida Gwaii",NA,"SE034","EHG","East Haida Gwaii","East","SER-13","Sockeye-River",NA,NA,0,0,0,0,0,"None",14,"HG"
817,"North Haida Gwaii",NA,"SE033","NHG","North Haida Gwaii","North","SER-15","Sockeye-River",NA,NA,0,0,0,0,0,"None",2,"HG"
818,"West Haida Gwaii",NA,"SE032","WHG","West Haida Gwaii","West","SER-14","Sockeye-River",NA,NA,0,0,0,0,0,"None",25,"HG"
971,"Southern Fjords",NA,"SE027","SC-SFj","South Coast-Southern Fjords","South Coast-S Fjords","SER-009","Sockeye-River",5,NA,0,0,0,0,0,"None",NA,"VIMI"
971,"Southern Fjords",NA,"SE029","HK","Hamothko-Klinaklini-Southern Fjords","Hamothko-Klinaklini-S Fjords","SER-009","Sockeye-River",5,NA,0,0,0,0,0,"None",NA,"VIMI"
972,"West Vancouver Island",NA,"SE030","WVI","West Vancouver Is","West VI","SER-010","Sockeye-River",5,NA,0,0,0,0,0,"Low",NA,"VIMI"
973,"East Vancouver Island and Georgia Strait",NA,"SE025","SC-GStr","South Coast-Georgia Strait","South Coast-Georgia Strait","SER-08","Sockeye-River",5,NA,0,0,0,0,0,"None",48,"VIMI"
973,"East Vancouver Island and Georgia Strait",NA,"SE026","EVI-GStr","East Vancouver Island-Georgia Strait","ECVI-Georgia Strait","SER-08","Sockeye-River",5,NA,0,0,0,0,0,"None",48,"VIMI"
973,"East Vancouver Island and Georgia Strait",NA,"SE028","EVI-SFj","East Vancouver Island-Southern Fjords","ECVI-Southern Fjords","SER-08","Sockeye-River",5,NA,0,0,0,0,0,"None",48,"VIMI"
974,"NW Vancouver Island",NA,"SE031","NWVI","Northwest Vancouver Is","Northwest VI","SER-011","Sockeye-River",5,NA,0,0,0,0,0,"None",NA,"VIMI"
1021,"Alsek River","ALSEK","SE049","ALSEK","Alsek River","Alsek River","SER-024","Sockeye-River",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1022,"Chilkat River","CHILKAR","SE048","CHILKAT","Chilkat River","Chilkat River","SER-023","Sockeye-River",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1023,"Northern Transboundary Fjords","TBFj","SE044","LStk","Stikine River","Stikine River","SER-022","Sockeye-River",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1023,"Northern Transboundary Fjords","TBFj","SE045","TAKU","Taku River","Taku River","SER-022","Sockeye-River",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1023,"Northern Transboundary Fjords","TBFj","SE046","Whiting","Whiting River","Whiting River","SER-022","Sockeye-River",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1023,"Northern Transboundary Fjords","TBFj","SE047","UNUK","Unuk River","Unuk River","SER-022","Sockeye-River",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
211,"Lower Skeena-CM",NA,"CM22",NA,"Skeena River","Skeena","CM-27","Chum",4,NA,1,4,2,3,10,"Low",41,"Skeena"
214,"Middle Skeena-CM",NA,"CM22",NA,"Skeena River","Skeena","CM-28","Chum",NA,NA,2,3,2,3,10,"None",18,"Skeena"
220,"Skeena Estuary-CM",NA,"CM20",NA,"Hecate Strait Lowlands - Skeena Estuary","Hecate Lowlands - Skeena Estuary","CM-26","Chum",NA,NA,0,2,1,3,6,"Moderate",28,"Skeena"
404,"Portland Inlet",NA,"CM23",NA,"Portland - Observatory Inlet","Portland Canal/Observatory Inlet","CM-30","Chum",4,NA,1,5,1,3,10,"Low",19,"Nass"
405,"Lower Nass",NA,"CM24",NA,"Lower Nass River","Lower Nass ","CM-31","Chum",4,NA,0,0,4,3,7,"None",20,"Nass"
406,"Portland Canal-Observatory",NA,"CM23",NA,"Portland - Observatory Inlet","Portland Canal/Observatory Inlet","CM-32","Chum",4,NA,0,5,4,3,12,"Low",17,"Nass"
500,"Smith Inlet",NA,"CM16",NA,"Smith Inlet","Smith Inlet","CM-12","Chum",4,NA,1,5,3,2,11,"None",11,"CC"
501,"Rivers Inlet",NA,"CM16",NA,"Rivers-Smith Inlet","Rivers-Smith Inlet","CM-13","Chum",4,NA,1,2,2,2,7,"None",17,"CC"
502,"Wannock",NA,"CM17",NA,"Wannock River","Wannock River","CM-14","Chum",4,NA,0,0,0,0,0,"Low",1,"CC"
503,"Spiller-Fitz-Hugh-Burke",NA,"CM21",NA,"Douglas-Gardner","Douglas-Gardner","CM-15","Chum",4,NA,1,3,3,2,9,"Moderate",69,"CC"
504,"Bella Colla-Dean Rivers",NA,"CM18",NA,"Bella Coola - Dean Rivers","Bella Coola/Dean ","CM-16","Chum",4,NA,1,5,4,2,12,"Moderate",23,"CC"
505,"Bella Coola River-Late",NA,"CM19",NA,"Bella Coola River - Late","Bella Coola-Late","CM-17","Chum",4,NA,0,0,0,0,0,"Moderate",9,"CC"
506,"Hecate Lowlands",NA,"CM20",NA,"Hecate Strait Lowlands - Skeena Estuary","Hecate Lowlands - Skeena Estuary","CM-18","Chum",4,NA,1,3,3,2,9,"Moderate",147,"CC"
507,"Mussel-Kynock",NA,"CM21",NA,"Douglas-Gardner","Douglas-Gardner","CM-19","Chum",4,NA,1,5,4,2,12,"None",14,"CC"
508,"Douglas-Gardner",NA,"CM21",NA,"Douglas-Gardner","Douglas-Gardner","CM-20","Chum",4,NA,2,2,5,2,11,"Moderate",65,"CC"
701,"Lower Fraser",NA,"CM01",NA,"Lower Fraser","Lower Fraser","CM-2","Chum",4,NA,3,0,2,0,5,"Moderate",104,"Fraser"
800,"North Haida Gwaii-Stanley Creek",NA,"CM14",NA,"Stanley Creek","Stanley Creek","CM-25","Chum",5,NA,1,5,0,2,8,"None",1,"HG"
801,"East HG",NA,"CM15",NA,"Haida Gwaii - East","East","CM-21","Chum",5,NA,1,2,4,2,9,"Low",95,"HG"
802,"North Haida Gwaii",NA,"CM13",NA,"Haida Gwaii - Noth","North","CM-24","Chum",5,NA,1,2,2,2,7,"None",12,"HG"
803,"West Haida Gwaii",NA,"CM12",NA,"Haida Gwaii - West","West","CM-23","Chum",5,NA,1,2,3,2,8,"Low",62,"HG"
804,"Skidegate",NA,"CM12",NA,"Haida Gwaii - West","West","CM-22","Chum",5,NA,1,3,4,2,10,"Moderate",41,"HG"
804,"Skidegate",NA,"CM15",NA,"Haida Gwaii - East","East","CM-22","Chum",5,NA,1,3,4,2,10,"Moderate",41,"HG"
900,"Southern Coastal Streams",NA,"CM05",NA,"South Coastal Streams","South Coastal Streams","CM-8","Chum",4,NA,3,0,1,0,4,"Low",58,"VIMI"
901,"Bute Inlet",NA,"CM07",NA,"Bute Inlet","Bute Inlet","CM-7","Chum",4,NA,0,0,0,0,0,"Moderate",7,"VIMI"
902,"Loughborough",NA,"CM06",NA,"Loughborough Inlet","Loughborough Inlet","CM-6","Chum",4,NA,2,1,3,0,6,"Low",40,"VIMI"
903,"Northeast Vancouver Island",NA,"CM09",NA,"Northeast Vancouver Island","Northeast VI","CM-5","Chum",4,NA,1,1,4,0,6,"Moderate",21,"VIMI"
904,"Georgia Strait",NA,"CM02",NA,"Georgia Strait Mainland","Georgia Strait Mainland","CM-4","Chum",4,NA,3,5,4,0,12,"Moderate",160,"VIMI"
904,"Georgia Strait",NA,"CM04",NA,"E Vancouver Island","East VI","CM-4","Chum",4,NA,3,5,4,0,12,"Moderate",160,"VIMI"
904,"Georgia Strait",NA,"CM10",NA,"West Vancouver Island","West Vancouver Island","CM-4","Chum",4,NA,3,5,4,0,12,"Moderate",160,"VIMI"
905,"Howe Sound-Burrand Inlet",NA,"CM03",NA,"Howe Sound-Burrand Inlet","Howe Sound-Burrand Inlet","CM-3","Chum",4,NA,0,0,0,0,0,"Moderate",65,"VIMI"
977,"Northwest Vancouver Island",NA,"CM11",NA,"Northwest Vancouver Island","Northwest Vancouver Island","CM-11","Chum",4,NA,2,1,3,3,9,"Moderate",63,"VIMI"
978,"Southwest & West  Vancouver Island",NA,"CM10",NA,"West Vancouver Island","West Vancouver Island","CM-10","Chum",4,NA,3,0,4,3,10,"Moderate",188,"VIMI"
979,"Upper Knight",NA,"CM08",NA,"Upper Knight Inlet","Upper Knight Inlet","CM-9","Chum",4,NA,0,0,0,0,0,"None",6,"VIMI"
1000,"LYNN CANAL",NA,"CM26","CHILKAT","Chilkat","Chilkat","CM-37","Chum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1001,"TAKU",NA,"CM25","TAKU","Taku","Taku","CM-36","Chum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1002,"WHITING RIVER",NA,"CM27","WHITING","Transboundary Fjords","Transboundary Fjords","CM-35","Chum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1003,"UNUK RIVER",NA,"CM27","UNUK","Transboundary Fjords","Transboundary Fjords","CM-33","Chum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1032,"LOWER STIKINE",NA,"CM27","LOWER STIKINE","Transboundary Fjords","Transboundary Fjords","CM-34","Chum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1101,"Lower Liard",NA,NA,NA,"Lower Liard","Lower Liard","CM-39","Chum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAC"
1102,"Peel River",NA,NA,NA,"Peel River","Peel River","CM-40","Chum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAC"
1213,"Middle Yukon",NA,"CM28",NA,"Yukon Plateau & Headwaters","Yukon Plateau/Headwaters","CM-42","Chum",NA,NA,NA,NA,NA,NA,NA,NA,1,"Yukon"
1214,"N Yukon River",NA,"CM30",NA,"North Yukon - Klondike Plateau","North Yukon/Klondike","CM-43","Chum",NA,NA,NA,NA,NA,NA,NA,NA,4,"Yukon"
1215,"White",NA,"CM29",NA,"White River and Tributaries","White","CM-44","Chum",NA,NA,NA,NA,NA,NA,NA,NA,1,"Yukon"
1216,"Donjek Kluane",NA,"CM29",NA,"White River and Tributaries","White","CM-45","Chum",NA,NA,NA,NA,NA,NA,NA,NA,2,"Yukon"
1217,"Porcupine River",NA,"CM31",NA,"Porcupine","Porcupine","CM-46","Chum",NA,NA,NA,NA,NA,NA,NA,NA,2,"Yukon"
1218,"Stewart",NA,"CM28",NA,"Yukon Plateau & Headwaters","Yukon Plateau/Headwaters","CM-48","Chum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yukon"
1219,"Teslin",NA,"CM28",NA,"Yukon Plateau & Headwaters","Yukon Plateau/Headwaters","CM-38","Chum",NA,NA,NA,NA,NA,NA,NA,NA,1,"Yukon"
NA,NA,NA,"CM37","ALSEK","Alsek","Alsek",NA,"Chum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
